UserID,subscriber_status,Gender,Race,email_flag,smh_flag,Age_brackets,Province,Channel,watch_date,dayname,monthname,watch_time,hour_of_day,day_classification,day_type,duration,screen_time
939566,Subscriber,male,Other,1,1,Adult,Mpumalanga,Live Event,2016-01-09,Sat,Jan,15:40:00,15,03. Afternoon,Weekend,00:22:02,Short
808926,Subscriber,male,coloured,1,1,Adult,Western Cape,Trace TV,2016-02-02,Tue,Feb,10:17:00,10,02. Morning,Weekday,00:01:06,Short
808928,Subscriber,male,black,1,1,Adult,Gauteng,Channel O,2016-02-13,Sat,Feb,19:35:00,19,04. Evening,Weekend,00:05:30,Short
808929,Subscriber,female,black,1,1,Adult,Eastern Cape,Cartoon Network,2016-01-24,Sun,Jan,18:35:00,18,04. Evening,Weekend,01:32:32,Long
808930,Subscriber,male,indian_asian,1,1,Adult,Limpopo,ICC Cricket World Cup 2011,2016-02-23,Tue,Feb,15:26:00,15,03. Afternoon,Weekday,00:00:08,Short
1281997,Subscriber,female,coloured,1,1,Teenage,Free State,Cartoon Network,2016-02-20,Sat,Feb,16:51:00,16,03. Afternoon,Weekend,00:00:35,Short
808934,Subscriber,male,indian_asian,1,1,Older Adult,Kwazulu Natal,Trace TV,2016-03-06,Sun,Mar,12:38:00,12,03. Afternoon,Weekend,00:04:57,Short
771796,Subscriber,male,coloured,1,1,Adult,Western Cape,SuperSport Blitz,2016-02-05,Fri,Feb,15:17:00,15,03. Afternoon,Weekday,00:27:14,Short
771796,Subscriber,male,coloured,1,1,Adult,Western Cape,Live Event,2016-02-06,Sat,Feb,16:18:00,16,03. Afternoon,Weekend,00:00:18,Short
2406478,Subscriber,male,Other,1,1,Older Adult,Eastern Cape,Live Event,2016-03-26,Sat,Mar,13:50:00,13,03. Afternoon,Weekend,00:07:00,Short
586459,Subscriber,male,black,1,1,Adult,Free State,Cartoon Network,2016-01-02,Sat,Jan,09:49:00,9,02. Morning,Weekend,00:05:10,Short
808948,Subscriber,female,coloured,1,1,Older Adult,Western Cape,SuperSport Blitz,2016-02-11,Thu,Feb,05:04:00,5,01. Late Night,Weekday,00:02:00,Short
939607,Subscriber,male,indian_asian,1,1,Adult,Limpopo,ICC Cricket World Cup 2011,2016-03-30,Wed,Mar,11:56:00,11,02. Morning,Weekday,00:00:46,Short
808950,Subscriber,male,black,1,1,Teenage,Free State,Channel O,2016-02-18,Thu,Feb,13:02:00,13,03. Afternoon,Weekday,00:01:06,Short
808950,Subscriber,male,black,1,1,Teenage,Free State,Live Event,2016-03-06,Sun,Mar,14:41:00,14,03. Afternoon,Weekend,00:00:16,Short
1106137,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Cartoon Network,2016-01-08,Fri,Jan,21:13:00,21,04. Evening,Weekday,00:00:00,Short
507286,Subscriber,female,Other,1,1,Teenage,Eastern Cape,Trace TV,2016-01-02,Sat,Jan,15:59:00,15,03. Afternoon,Weekend,01:28:33,Long
18031,Subscriber,female,black,1,1,Older Adult,Gauteng,CNN,2016-01-06,Wed,Jan,23:00:00,23,04. Evening,Weekday,00:24:51,Short
840343,Subscriber,male,white,1,1,Older Adult,Limpopo,Trace TV,2016-03-05,Sat,Mar,18:37:00,18,04. Evening,Weekend,00:05:18,Short
793616,Subscriber,male,white,1,1,Adult,Gauteng,Africa Magic,2016-01-24,Sun,Jan,14:16:00,14,03. Afternoon,Weekend,00:03:34,Short
808961,Subscriber,male,indian_asian,1,1,Adult,Gauteng,Boomerang,2016-02-22,Mon,Feb,16:24:00,16,03. Afternoon,Weekday,00:06:59,Short
808971,Subscriber,male,black,1,1,Older Adult,Gauteng,Boomerang,2016-02-07,Sun,Feb,20:15:00,20,04. Evening,Weekend,00:04:53,Short
808976,Subscriber,male,black,1,1,Older Adult,Gauteng,SuperSport Blitz,2016-03-02,Wed,Mar,15:30:00,15,03. Afternoon,Weekday,00:18:34,Short
593622,Subscriber,female,black,1,1,Adult,Gauteng,Trace TV,2016-01-21,Thu,Jan,12:05:00,12,03. Afternoon,Weekday,00:09:00,Short
621621,Subscriber,male,black,1,1,Adult,Gauteng,SawSee,2016-01-17,Sun,Jan,15:21:00,15,03. Afternoon,Weekend,00:00:28,Short
892523,Subscriber,male,coloured,1,1,Adult,Limpopo,Africa Magic,2016-03-27,Sun,Mar,11:01:00,11,02. Morning,Weekend,00:00:00,Short
892523,Subscriber,male,coloured,1,1,Adult,Limpopo,Trace TV,2016-03-27,Sun,Mar,20:22:00,20,04. Evening,Weekend,00:55:00,Moderate
779442,Subscriber,female,black,1,1,Adult,Free State,Live Event,2016-01-18,Mon,Jan,21:54:00,21,04. Evening,Weekday,00:00:00,Short
2359724,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Live Event,2016-02-13,Sat,Feb,17:56:00,17,04. Evening,Weekend,00:01:22,Short
904173,Subscriber,female,black,1,1,Adult,Mpumalanga,Live Event,2016-03-25,Fri,Mar,08:20:00,8,02. Morning,Weekday,00:15:24,Short
771882,Subscriber,male,black,1,1,Adult,Gauteng,Cartoon Network,2016-01-25,Mon,Jan,16:43:00,16,03. Afternoon,Weekday,00:00:19,Short
764396,Subscriber,male,white,1,1,Older Adult,Eastern Cape,Live Event,2016-01-24,Sun,Jan,19:41:00,19,04. Evening,Weekend,00:04:54,Short
809011,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Live Event,2016-02-19,Fri,Feb,13:27:00,13,03. Afternoon,Weekday,00:58:30,Moderate
809011,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Live Event,2016-02-27,Sat,Feb,10:18:00,10,02. Morning,Weekend,00:01:00,Short
939679,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Cartoon Network,2016-03-24,Thu,Mar,22:49:00,22,04. Evening,Weekday,00:00:07,Short
809015,Subscriber,female,coloured,1,1,Adult,Eastern Cape,Channel O,2016-02-19,Fri,Feb,04:30:00,4,01. Late Night,Weekday,00:38:48,Moderate
809015,Subscriber,female,coloured,1,1,Adult,Eastern Cape,Cartoon Network,2016-02-05,Fri,Feb,06:49:00,6,02. Morning,Weekday,00:00:15,Short
820443,Subscriber,male,black,1,1,Teenage,North West,Channel O,2016-03-05,Sat,Mar,16:01:00,16,03. Afternoon,Weekend,01:04:03,Long
831789,Subscriber,male,coloured,1,1,Adult,Western Cape,Channel O,2016-03-04,Fri,Mar,21:31:00,21,04. Evening,Weekday,00:04:48,Short
868982,Subscriber,male,black,1,1,Adult,Gauteng,SuperSport Blitz,2016-03-12,Sat,Mar,08:50:00,8,02. Morning,Weekend,00:00:28,Short
809028,Subscriber,male,white,1,1,Adult,Kwazulu Natal,Break in transmission,2016-02-14,Sun,Feb,03:14:00,3,01. Late Night,Weekend,00:00:16,Short
1445,Subscriber,male,coloured,1,1,Teenage,Northern Cape,SuperSport Blitz,2016-02-25,Thu,Feb,10:37:00,10,02. Morning,Weekday,00:05:38,Short
793670,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Boomerang,2016-01-15,Fri,Jan,11:02:00,11,02. Morning,Weekday,00:12:53,Short
809035,Subscriber,male,indian_asian,1,1,Older Adult,Gauteng,Live Event,2016-01-08,Fri,Jan,03:47:00,3,01. Late Night,Weekday,00:23:48,Short
597268,Subscriber,male,black,1,1,Adult,Eastern Cape,Live Event,2016-01-08,Fri,Jan,18:59:00,18,04. Evening,Weekday,00:05:45,Short
866244,Subscriber,male,black,1,1,Adult,Western Cape,Live Event,2016-02-20,Sat,Feb,13:03:00,13,03. Afternoon,Weekend,00:00:54,Short
2285664,Subscriber,male,indian_asian,1,1,Adult,Mpumalanga,ICC Cricket World Cup 2011,2016-03-26,Sat,Mar,10:02:00,10,02. Morning,Weekend,01:06:24,Long
904273,Subscriber,male,white,1,1,Adult,Gauteng,Boomerang,2016-03-24,Thu,Mar,05:45:00,5,01. Late Night,Weekday,00:00:57,Short
892573,Subscriber,male,Other,1,1,Older Adult,Mpumalanga,SuperSport Blitz,2016-03-19,Sat,Mar,16:53:00,16,03. Afternoon,Weekend,00:00:04,Short
809045,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Cartoon Network,2016-02-18,Thu,Feb,21:13:00,21,04. Evening,Weekday,00:00:10,Short
939713,Subscriber,male,coloured,1,1,Adult,Free State,Entertainment,2016-03-04,Fri,Mar,21:06:00,21,04. Evening,Weekday,00:01:06,Short
779489,Subscriber,male,black,1,1,Older Adult,Kwazulu Natal,M-Net,2016-03-03,Thu,Mar,02:28:00,2,01. Late Night,Weekday,00:02:47,Short
809048,Subscriber,male,indian_asian,1,1,Older Adult,Limpopo,Africa Magic,2016-02-03,Wed,Feb,09:55:00,9,02. Morning,Weekday,00:00:23,Short
858517,Subscriber,Unclassified,Other,1,0,Teenage,Not Provided,Channel O,2016-03-25,Fri,Mar,10:44:00,10,02. Morning,Weekday,00:01:00,Short
809056,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Trace TV,2016-02-21,Sun,Feb,15:17:00,15,03. Afternoon,Weekend,00:23:48,Short
793693,Subscriber,male,black,1,1,Adult,Gauteng,Africa Magic,2016-02-14,Sun,Feb,08:18:00,8,02. Morning,Weekend,00:00:40,Short
859431,Subscriber,male,black,1,1,Older Adult,Western Cape,SawSee,2016-01-07,Thu,Jan,12:55:00,12,03. Afternoon,Weekday,00:00:28,Short
809076,Subscriber,male,coloured,1,1,Adult,Western Cape,Channel O,2016-02-19,Fri,Feb,16:47:00,16,03. Afternoon,Weekday,00:00:30,Short
809076,Subscriber,male,coloured,1,1,Adult,Western Cape,Boomerang,2016-03-06,Sun,Mar,17:10:00,17,04. Evening,Weekend,00:02:25,Short
819358,Subscriber,male,white,1,1,Older Adult,Western Cape,Trace TV,2016-02-26,Fri,Feb,20:38:00,20,04. Evening,Weekday,00:00:45,Short
830923,Subscriber,male,coloured,1,1,Adult,Western Cape,Trace TV,2016-03-03,Thu,Mar,09:16:00,9,02. Morning,Weekday,00:29:12,Short
830923,Subscriber,male,coloured,1,1,Adult,Western Cape,Trace TV,2016-03-04,Fri,Mar,12:30:00,12,03. Afternoon,Weekday,00:13:21,Short
86703,Subscriber,male,indian_asian,1,1,Adult,Gauteng,Live Event,2016-03-19,Sat,Mar,22:08:00,22,04. Evening,Weekend,00:00:00,Short
771941,Subscriber,male,coloured,1,1,Adult,Western Cape,Channel O,2016-01-31,Sun,Jan,21:05:00,21,04. Evening,Weekend,00:08:03,Short
809085,Subscriber,male,black,1,1,Adult,Gauteng,Channel O,2016-02-21,Sun,Feb,07:30:00,7,02. Morning,Weekend,00:00:30,Short
2203482,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Live Event,2016-03-27,Sun,Mar,06:00:00,6,02. Morning,Weekend,00:02:00,Short
87234,Subscriber,Unclassified,Other,1,0,Teenage,Not Provided,Channel O,2016-01-15,Fri,Jan,07:44:00,7,02. Morning,Weekday,00:01:06,Short
820539,Subscriber,male,black,1,1,Adult,Gauteng,Cartoon Network,2016-01-03,Sun,Jan,23:04:00,23,04. Evening,Weekend,00:00:30,Short
930171,Subscriber,male,coloured,1,1,Adult,Northern Cape,Live Event,2016-03-28,Mon,Mar,21:35:00,21,04. Evening,Weekday,00:00:00,Short
892644,Subscriber,male,black,1,1,Teenage,Gauteng,Trace TV,2016-03-20,Sun,Mar,11:58:00,11,02. Morning,Weekend,00:00:33,Short
809116,Subscriber,male,black,1,1,Older Adult,Limpopo,Live Event,2016-01-15,Fri,Jan,18:43:00,18,04. Evening,Weekday,00:00:00,Short
809117,Subscriber,female,black,1,1,Older Adult,Western Cape,Channel O,2016-03-01,Tue,Mar,16:11:00,16,03. Afternoon,Weekday,00:00:36,Short
820562,Subscriber,male,other,1,1,Older Adult,Gauteng,CNN,2016-01-25,Mon,Jan,07:09:00,7,02. Morning,Weekday,00:15:17,Short
809128,Subscriber,male,black,1,1,Teenage,Gauteng,Trace TV,2016-03-27,Sun,Mar,20:20:00,20,04. Evening,Weekend,00:05:33,Short
866345,Subscriber,male,black,1,1,Teenage,Kwazulu Natal,Boomerang,2016-03-04,Fri,Mar,05:31:00,5,01. Late Night,Weekday,00:06:34,Short
1106425,Subscriber,male,black,1,1,Adult,Gauteng,Channel O,2016-03-20,Sun,Mar,08:27:00,8,02. Morning,Weekend,00:14:18,Short
1106425,Subscriber,male,black,1,1,Adult,Gauteng,Boomerang,2016-03-12,Sat,Mar,14:56:00,14,03. Afternoon,Weekend,00:42:45,Moderate
820580,Subscriber,male,coloured,1,1,Adult,Kwazulu Natal,Cartoon Network,2016-03-29,Tue,Mar,14:46:00,14,03. Afternoon,Weekday,00:00:00,Short
831909,Subscriber,male,black,1,1,Adult,Gauteng,Channel O,2016-01-03,Sun,Jan,14:41:00,14,03. Afternoon,Weekend,00:02:36,Short
856641,Subscriber,male,coloured,1,1,Older Adult,Gauteng,Live Event,2016-03-09,Wed,Mar,17:38:00,17,04. Evening,Weekday,00:04:40,Short
850900,Subscriber,female,black,1,1,Adult,Gauteng,Vuzu,2016-03-05,Sat,Mar,12:43:00,12,03. Afternoon,Weekend,00:01:33,Short
838360,Subscriber,male,Other,1,1,Adult,Western Cape,Live Event,2016-03-01,Tue,Mar,19:12:00,19,04. Evening,Weekday,00:00:00,Short
779576,Subscriber,male,Other,1,1,Adult,Kwazulu Natal,Trace TV,2016-01-18,Mon,Jan,21:10:00,21,04. Evening,Weekday,00:01:57,Short
1106456,Subscriber,female,black,1,1,Adult,Gauteng,Entertainment,2016-01-13,Wed,Jan,14:05:00,14,03. Afternoon,Weekday,00:01:32,Short
866372,Subscriber,male,Other,1,1,Adult,Western Cape,Trace TV,2016-03-12,Sat,Mar,20:12:00,20,04. Evening,Weekend,00:10:42,Short
904546,Subscriber,male,white,1,1,Teenage,Kwazulu Natal,Cartoon Network,2016-03-23,Wed,Mar,16:43:00,16,03. Afternoon,Weekday,00:00:00,Short
304977,Subscriber,female,black,1,1,Older Adult,Free State,Trace TV,2016-01-06,Wed,Jan,03:41:00,3,01. Late Night,Weekday,00:01:00,Short
817449,Subscriber,male,coloured,1,1,Adult,Western Cape,Entertainment,2016-01-09,Sat,Jan,17:21:00,17,04. Evening,Weekend,00:01:08,Short
749945,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Trace TV,2016-01-28,Thu,Jan,21:27:00,21,04. Evening,Weekday,00:01:09,Short
866389,Subscriber,male,black,1,1,Teenage,Gauteng,Live Event,2016-01-26,Tue,Jan,18:57:00,18,04. Evening,Weekday,00:08:52,Short
2368744,Subscriber,male,black,1,1,Adult,Mpumalanga,Channel O,2016-03-01,Tue,Mar,22:18:00,22,04. Evening,Weekday,00:04:36,Short
820627,Subscriber,male,black,1,1,Adult,Gauteng,Channel O,2016-02-27,Sat,Feb,19:27:00,19,04. Evening,Weekend,01:09:51,Long
652906,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Live Event,2016-01-18,Mon,Jan,17:11:00,17,04. Evening,Weekday,00:01:30,Short
939866,Subscriber,female,coloured,1,1,Adult,Gauteng,Trace TV,2016-01-16,Sat,Jan,05:11:00,5,01. Late Night,Weekend,00:00:21,Short
2285914,Subscriber,male,black,1,1,Older Adult,Limpopo,ICC Cricket World Cup 2011,2016-03-23,Wed,Mar,10:06:00,10,02. Morning,Weekday,00:07:08,Short
788893,Subscriber,male,black,1,1,Adult,Mpumalanga,Trace TV,2016-02-09,Tue,Feb,04:49:00,4,01. Late Night,Weekday,01:03:06,Long
809199,Subscriber,male,coloured,1,1,Adult,Western Cape,ICC Cricket World Cup 2011,2016-03-05,Sat,Mar,11:09:00,11,02. Morning,Weekend,00:31:08,Moderate
2203596,Subscriber,male,black,1,1,Older Adult,Limpopo,Live Event,2016-02-15,Mon,Feb,20:26:00,20,04. Evening,Weekday,00:00:00,Short
2203599,Subscriber,male,black,1,1,Adult,Gauteng,Live Event,2016-02-20,Sat,Feb,17:36:00,17,04. Evening,Weekend,01:17:32,Long
820654,Subscriber,male,coloured,1,1,Adult,Eastern Cape,Cartoon Network,2016-02-26,Fri,Feb,06:21:00,6,02. Morning,Weekday,00:05:54,Short
1106589,Subscriber,male,Other,1,1,Older Adult,Western Cape,Live Event,2016-03-18,Fri,Mar,10:19:00,10,02. Morning,Weekday,00:13:52,Short
1106589,Subscriber,male,Other,1,1,Older Adult,Western Cape,SuperSport Blitz,2016-03-29,Tue,Mar,18:07:00,18,04. Evening,Weekday,00:03:38,Short
865485,Subscriber,male,black,1,1,Adult,Gauteng,Africa Magic,2016-03-13,Sun,Mar,14:11:00,14,03. Afternoon,Weekend,00:00:01,Short
830980,Subscriber,male,indian_asian,1,1,Older Adult,Kwazulu Natal,SuperSport Blitz,2016-03-04,Fri,Mar,13:22:00,13,03. Afternoon,Weekday,00:16:50,Short
830980,Subscriber,male,indian_asian,1,1,Older Adult,Kwazulu Natal,ICC Cricket World Cup 2011,2016-03-25,Fri,Mar,14:05:00,14,03. Afternoon,Weekday,00:01:48,Short
893861,Subscriber,male,black,1,1,Adult,Mpumalanga,Boomerang,2016-03-10,Thu,Mar,12:36:00,12,03. Afternoon,Weekday,00:00:02,Short
2203607,Subscriber,male,coloured,1,1,Older Adult,Western Cape,Live Event,2016-02-06,Sat,Feb,15:37:00,15,03. Afternoon,Weekend,00:00:00,Short
159156,Subscriber,Unclassified,Other,1,0,Teenage,Not Provided,Cartoon Network,2016-03-06,Sun,Mar,10:17:00,10,02. Morning,Weekend,00:00:21,Short
2090745,Subscriber,male,coloured,1,1,Older Adult,Western Cape,ICC Cricket World Cup 2011,2016-03-03,Thu,Mar,09:54:00,9,02. Morning,Weekday,00:15:56,Short
809231,Subscriber,male,black,1,1,Older Adult,Gauteng,CNN,2016-03-24,Thu,Mar,15:44:00,15,03. Afternoon,Weekday,00:03:45,Short
809231,Subscriber,male,black,1,1,Older Adult,Gauteng,CNN,2016-02-23,Tue,Feb,05:31:00,5,01. Late Night,Weekday,00:17:22,Short
809231,Subscriber,male,black,1,1,Older Adult,Gauteng,Entertainment,2016-03-30,Wed,Mar,15:57:00,15,03. Afternoon,Weekday,00:00:26,Short
892770,Subscriber,male,white,1,1,Adult,Mpumalanga,ICC Cricket World Cup 2011,2016-02-21,Sun,Feb,14:12:00,14,03. Afternoon,Weekend,00:29:54,Short
892770,Subscriber,male,white,1,1,Adult,Mpumalanga,Cartoon Network,2016-01-12,Tue,Jan,12:42:00,12,03. Afternoon,Weekday,00:03:33,Short
2368852,Subscriber,male,black,1,1,Adult,Mpumalanga,Boomerang,2016-02-19,Fri,Feb,15:46:00,15,03. Afternoon,Weekday,00:00:43,Short
2368852,Subscriber,male,black,1,1,Adult,Mpumalanga,CNN,2016-01-04,Mon,Jan,10:06:00,10,02. Morning,Weekday,00:00:44,Short
2368852,Subscriber,male,black,1,1,Adult,Mpumalanga,Boomerang,2016-01-15,Fri,Jan,13:34:00,13,03. Afternoon,Weekday,00:01:25,Short
772091,Subscriber,male,coloured,1,1,Adult,Gauteng,SuperSport Blitz,2016-01-30,Sat,Jan,05:39:00,5,01. Late Night,Weekend,00:00:28,Short
772098,Subscriber,male,white,1,1,Older Adult,Western Cape,Live Event,2016-03-19,Sat,Mar,19:04:00,19,04. Evening,Weekend,00:17:02,Short
809264,Subscriber,male,white,1,1,Adult,Gauteng,Boomerang,2016-02-22,Mon,Feb,23:52:00,23,04. Evening,Weekday,00:06:08,Short
2203664,Subscriber,male,indian_asian,1,1,Adult,Kwazulu Natal,Live Event,2016-01-22,Fri,Jan,13:34:00,13,03. Afternoon,Weekday,00:00:00,Short
2286975,Subscriber,male,indian_asian,1,1,Older Adult,Gauteng,Live Event,2016-03-24,Thu,Mar,14:29:00,14,03. Afternoon,Weekday,00:00:00,Short
2286975,Subscriber,male,indian_asian,1,1,Older Adult,Gauteng,CNN,2016-03-14,Mon,Mar,18:41:00,18,04. Evening,Weekday,00:00:11,Short
788969,Subscriber,male,black,1,1,Older Adult,North West,Live Event,2016-03-02,Wed,Mar,21:22:00,21,04. Evening,Weekday,00:00:22,Short
788969,Subscriber,male,black,1,1,Older Adult,North West,Cartoon Network,2016-03-19,Sat,Mar,04:58:00,4,01. Late Night,Weekend,00:02:22,Short
624257,Subscriber,male,black,1,1,Adult,Gauteng,Cartoon Network,2016-01-12,Tue,Jan,10:07:00,10,02. Morning,Weekday,00:00:08,Short
788978,Subscriber,male,other,1,1,Older Adult,Western Cape,Entertainment,2016-02-14,Sun,Feb,12:20:00,12,03. Afternoon,Weekend,00:02:10,Short
851066,Subscriber,male,white,1,1,Older Adult,Gauteng,ICC Cricket World Cup 2011,2016-03-07,Mon,Mar,18:06:00,18,04. Evening,Weekday,00:00:38,Short
866512,Subscriber,male,white,1,1,Adult,Gauteng,Entertainment,2016-03-05,Sat,Mar,12:31:00,12,03. Afternoon,Weekend,00:00:26,Short
939977,Subscriber,male,black,1,1,Adult,Mpumalanga,ICC Cricket World Cup 2011,2016-03-14,Mon,Mar,12:45:00,12,03. Afternoon,Weekday,00:05:02,Short
939977,Subscriber,male,black,1,1,Adult,Mpumalanga,SuperSport Blitz,2016-03-09,Wed,Mar,21:36:00,21,04. Evening,Weekday,00:08:44,Short
2287006,Subscriber,male,black,1,1,Adult,Gauteng,Channel O,2016-01-15,Fri,Jan,12:30:00,12,03. Afternoon,Weekday,00:01:39,Short
2018993,Subscriber,male,other,1,1,Older Adult,Western Cape,SuperSport Blitz,2016-01-08,Fri,Jan,18:05:00,18,04. Evening,Weekday,00:01:46,Short
2090806,Subscriber,male,black,1,1,Adult,Mpumalanga,ICC Cricket World Cup 2011,2016-03-25,Fri,Mar,15:57:00,15,03. Afternoon,Weekday,00:00:28,Short
832090,Subscriber,male,indian_asian,1,1,Adult,Kwazulu Natal,ICC Cricket World Cup 2011,2016-02-24,Wed,Feb,14:11:00,14,03. Afternoon,Weekday,00:03:40,Short
788999,Subscriber,female,white,1,1,Older Adult,Kwazulu Natal,Cartoon Network,2016-03-19,Sat,Mar,16:57:00,16,03. Afternoon,Weekend,00:23:46,Short
1385756,Subscriber,female,black,1,1,Adult,Western Cape,SawSee,2016-01-04,Mon,Jan,23:20:00,23,04. Evening,Weekday,00:13:15,Short
789004,Subscriber,male,Other,1,1,Older Adult,Northern Cape,Africa Magic,2016-02-09,Tue,Feb,10:58:00,10,02. Morning,Weekday,00:00:33,Short
585562,Subscriber,female,Other,1,1,Older Adult,Northern Cape,Entertainment,2016-01-04,Mon,Jan,20:04:00,20,04. Evening,Weekday,00:00:00,Short
772147,Subscriber,male,black,1,1,Adult,Kwazulu Natal,Live Event,2016-03-05,Sat,Mar,13:25:00,13,03. Afternoon,Weekend,00:01:34,Short
773393,Subscriber,male,white,1,1,Teenage,Western Cape,Boomerang,2016-02-08,Mon,Feb,10:01:00,10,02. Morning,Weekday,00:09:03,Short
779704,Subscriber,male,black,1,1,Adult,Gauteng,Channel O,2016-02-10,Wed,Feb,12:05:00,12,03. Afternoon,Weekday,00:20:09,Short
2368984,Subscriber,male,indian_asian,1,1,Adult,Limpopo,ICC Cricket World Cup 2011,2016-03-02,Wed,Mar,16:34:00,16,03. Afternoon,Weekday,00:04:02,Short
809327,Subscriber,male,Other,1,1,Older Adult,Western Cape,CNN,2016-01-27,Wed,Jan,20:53:00,20,04. Evening,Weekday,00:16:10,Short
809337,Subscriber,male,coloured,1,1,Adult,Gauteng,Channel O,2016-02-19,Fri,Feb,06:44:00,6,02. Morning,Weekday,00:00:00,Short
779728,Subscriber,male,white,1,1,Adult,Gauteng,Boomerang,2016-02-07,Sun,Feb,16:02:00,16,03. Afternoon,Weekend,00:00:10,Short
2203762,Subscriber,male,black,1,1,Adult,Mpumalanga,Trace TV,2016-02-16,Tue,Feb,14:57:00,14,03. Afternoon,Weekday,00:00:48,Short
803897,Subscriber,male,white,1,1,Adult,Western Cape,Live Event,2016-01-21,Thu,Jan,14:05:00,14,03. Afternoon,Weekday,00:04:10,Short
892890,Subscriber,male,indian_asian,1,1,Adult,Kwazulu Natal,ICC Cricket World Cup 2011,2016-03-13,Sun,Mar,09:15:00,9,02. Morning,Weekend,00:38:20,Moderate
892890,Subscriber,male,indian_asian,1,1,Adult,Kwazulu Natal,SuperSport Blitz,2016-03-24,Thu,Mar,08:45:00,8,02. Morning,Weekday,00:00:00,Short
819528,Subscriber,male,black,1,1,Teenage,Gauteng,Channel O,2016-02-26,Fri,Feb,12:27:00,12,03. Afternoon,Weekday,00:05:03,Short
789056,Subscriber,female,black,1,1,Older Adult,Gauteng,Africa Magic,2016-02-24,Wed,Feb,02:15:00,2,01. Late Night,Weekday,00:01:01,Short
789060,Subscriber,male,black,1,1,Adult,Gauteng,Trace TV,2016-02-07,Sun,Feb,09:17:00,9,02. Morning,Weekend,00:11:12,Short
789060,Subscriber,male,black,1,1,Adult,Gauteng,Africa Magic,2016-01-30,Sat,Jan,08:25:00,8,02. Morning,Weekend,00:00:19,Short
789062,Subscriber,male,black,1,1,Adult,Gauteng,Boomerang,2016-02-06,Sat,Feb,14:08:00,14,03. Afternoon,Weekend,00:00:22,Short
809369,Subscriber,male,coloured,1,1,Adult,Western Cape,Trace TV,2016-03-12,Sat,Mar,22:43:00,22,04. Evening,Weekend,00:29:39,Short
809369,Subscriber,male,coloured,1,1,Adult,Western Cape,Boomerang,2016-01-02,Sat,Jan,12:19:00,12,03. Afternoon,Weekend,00:03:28,Short
809369,Subscriber,male,coloured,1,1,Adult,Western Cape,Trace TV,2016-03-28,Mon,Mar,09:23:00,9,02. Morning,Weekday,00:08:27,Short
772209,Subscriber,male,Other,1,1,Adult,Mpumalanga,Channel O,2016-01-02,Sat,Jan,13:37:00,13,03. Afternoon,Weekend,00:04:03,Short
820872,Subscriber,male,black,1,1,Adult,Free State,Cartoon Network,2016-03-05,Sat,Mar,21:02:00,21,04. Evening,Weekend,00:00:39,Short
809374,Subscriber,male,white,1,1,Adult,Gauteng,SawSee,2016-03-03,Thu,Mar,11:09:00,11,02. Morning,Weekday,00:00:21,Short
809380,Subscriber,male,white,1,1,Adult,Free State,ICC Cricket World Cup 2011,2016-03-15,Tue,Mar,13:55:00,13,03. Afternoon,Weekday,00:45:44,Moderate
808186,Subscriber,male,black,1,1,Adult,Gauteng,Trace TV,2016-03-24,Thu,Mar,17:51:00,17,04. Evening,Weekday,00:01:03,Short
892936,Subscriber,male,black,1,1,Adult,Northern Cape,Africa Magic,2016-01-16,Sat,Jan,14:12:00,14,03. Afternoon,Weekend,00:01:13,Short
892936,Subscriber,male,black,1,1,Adult,Northern Cape,ICC Cricket World Cup 2011,2016-03-12,Sat,Mar,08:46:00,8,02. Morning,Weekend,00:15:22,Short
803958,Subscriber,male,white,1,1,Adult,Gauteng,Live Event,2016-03-11,Fri,Mar,09:59:00,9,02. Morning,Weekday,02:08:30,Long
859872,Subscriber,male,indian_asian,1,1,Older Adult,Gauteng,ICC Cricket World Cup 2011,2016-03-23,Wed,Mar,08:44:00,8,02. Morning,Weekday,00:02:40,Short
1999958,Subscriber,male,indian_asian,1,1,Adult,Mpumalanga,ICC Cricket World Cup 2011,2016-03-19,Sat,Mar,09:03:00,9,02. Morning,Weekend,00:29:08,Short
803967,Subscriber,male,black,1,1,Older Adult,Kwazulu Natal,Boomerang,2016-01-06,Wed,Jan,18:23:00,18,04. Evening,Weekday,00:08:18,Short
819562,Subscriber,male,coloured,1,1,Adult,Western Cape,kykNET,2016-02-28,Sun,Feb,17:46:00,17,04. Evening,Weekend,00:02:15,Short
820924,Subscriber,male,indian_asian,1,1,Adult,Gauteng,Live Event,2016-03-24,Thu,Mar,11:25:00,11,02. Morning,Weekday,00:40:24,Moderate
820927,Subscriber,male,Other,1,1,Adult,Gauteng,ICC Cricket World Cup 2011,2016-03-04,Fri,Mar,06:06:00,6,02. Morning,Weekday,00:09:38,Short
